id,name,address,birthdate,nationality,ownership_percentage,type
7239,Ann Reyes,"6079 Hanson Land Suite 308
Gonzalesborough, PA 44466",2007-06-04,Saint Helena,33.24,Person
7240,Amy Perry,"59399 Jaclyn Motorway Apt. 066
West Brettside, MH 89928",1992-11-09,Equatorial Guinea,37.38,Person
7241,George Vazquez,"5929 Leonard Valley Apt. 127
Leestad, NE 15786",2024-10-01,Christmas Island,19.75,Company
7242,Benjamin Mcdowell,"5305 Cox Key
Port Stevenstad, KS 37468",1938-05-20,Saint Helena,42.76,Company
7243,Gabriel Rodriguez,"29001 Long Mountains Apt. 461
Martinezville, WI 74291",1964-09-07,Korea,81.24,Person
7244,Andrew Harris,"9510 James Creek
Rhodeston, AL 67642",2019-07-10,Saint Pierre and Miquelon,85.38,Company
7245,Jimmy Thompson,"12095 Mark Point Apt. 086
Port Kimberly, FM 23985",1963-10-02,Bouvet Island (Bouvetoya),15.32,Person
7246,Brent Phillips,"0528 Michelle Rue Apt. 861
Carlahaven, CA 48710",1914-04-16,Korea,84.55,Company
7247,Joseph Powers,"PSC 1666, Box 4581
APO AE 11616",1979-01-14,Dominican Republic,71.19,Person
7248,Stephen Becker,"03398 Bradley Village Suite 049
Matthewston, NE 67741",2020-01-12,Antigua and Barbuda,83.52,Person
7249,Veronica Mitchell,"860 Melissa Route
West Breannastad, ND 81374",1998-09-21,Egypt,8.48,Company
7250,Michael Collins,"402 Jessica Trafficway
Adamburgh, AR 31644",1971-06-10,Niue,64.66,Company
7251,Laura Morris,"15957 Harrison Village
West Robert, NY 83910",1941-07-25,Tokelau,37.55,Person
7252,Tom Dennis,"8584 Hampton Junction Apt. 625
Gabriellachester, TN 77307",1937-05-29,Austria,60.11,Person
7253,Emily Roberts,"Unit 5022 Box 4669
DPO AA 70733",1992-02-06,Bahrain,72.85,Person
7254,Michelle Vargas,"5103 Mcgee Street Suite 548
East Anneland, CO 28110",1944-02-26,Spain,76.96,Company
7255,Jeffery Willis,"1002 Mccarty Club Apt. 445
West Juliaton, DE 79228",1947-09-20,Tanzania,41.92,Person
7256,Daisy Luna,"5310 Kathleen Avenue
Maldonadoshire, TN 95874",1956-11-16,Rwanda,25.4,Company
7257,Michael Mcgee,"896 Miller Crossroad Suite 744
Moodyville, MI 37534",2024-08-08,Cocos (Keeling) Islands,56.58,Company
7258,Donna Fernandez,"7872 Ramsey Canyon
Samanthabury, WA 32827",2006-11-28,Angola,45.38,Person
7259,Tina Manning,"68904 Riley Port
South Lorettaview, MP 98983",1934-12-12,Norway,40.81,Company
7260,Jose Wilson,"465 Megan Falls Suite 010
Davidside, UT 03069",1935-05-04,Fiji,71.98,Company
7261,Brent Donaldson,"71958 Michael Avenue
Port Julie, TN 80686",1962-03-08,French Southern Territories,34.48,Company
7262,Claudia Matthews,"787 Erin Junction Apt. 843
North Amy, GA 98758",1948-07-22,Montenegro,37.1,Person
7263,Michael Baxter,"4363 Anderson Camp Apt. 998
Wendyland, PR 86211",1910-06-04,Western Sahara,15.36,Company
7264,Brandon Pierce,"41160 Samantha Spurs Suite 416
Blanchardberg, AK 88907",1975-11-15,Norway,50.65,Company
7265,Thomas Nguyen,"6719 Sara Lodge Apt. 320
Wardbury, AK 30172",1956-12-04,Egypt,82.85,Person
7266,Brian Baker,"177 Catherine Garden
East Lauren, DC 71872",1988-05-09,Botswana,52.19,Person
7267,Melissa Garcia,"98347 Lynn Island
South Christophermouth, VT 73755",2023-04-09,India,21.87,Person
7268,Tamara Mendoza,"938 Linda Lights Suite 294
Scottfort, ND 93038",1989-08-13,Kenya,29.72,Person
7269,Amanda Morris,"4880 Brianna Mountain Apt. 608
Coxland, MI 65490",2002-10-03,Bhutan,13.86,Company
7270,Jeremy Price,"95045 Williams Oval Suite 350
Lake Meghan, RI 38041",1997-10-20,Burundi,40.65,Company
7271,Alex Horton,"24869 Gregory Grove Suite 292
Ruthbury, WA 21857",2000-01-31,Micronesia,71.29,Person
7272,Jordan Adams,"386 Robert Views Suite 074
Jacobfort, ME 92682",1941-10-07,Vanuatu,3.21,Company
7273,Emily Vincent,"PSC 9631, Box 7311
APO AP 10276",2014-05-20,Seychelles,61.76,Person
7274,Paul Weber,"323 Jonathan Walks Apt. 027
South Angelica, NH 39073",1945-12-24,Iran,28.24,Person
7275,Catherine Hardin,"41463 Dana Coves Suite 392
South Nicolehaven, GU 26973",1979-02-06,Malta,61.4,Company
7276,Rebecca Newton,"0144 Malik Forest Suite 858
New Stacyland, TX 89710",2003-09-23,Egypt,27.01,Company
7277,Joan Weber,"97810 Kaitlin Corners
Davidfort, MH 26983",1992-03-19,French Polynesia,18.03,Person
7278,Connor Mathews,"922 Richard Glens
West Danielle, NE 55103",1991-03-10,Saint Barthelemy,92.37,Person
7279,Eric Clark,"4781 Stephanie Ville Suite 025
Conwayburgh, UT 51270",1998-12-29,Christmas Island,92.27,Person
7280,Adam Robinson,"8446 Alvarez Mission
Scottmouth, MD 57928",1918-06-21,Djibouti,2.97,Person
7281,Robert Alexander,"199 Martin Forks Apt. 529
Kellystad, MH 93093",1914-09-06,Lithuania,17.77,Person
7282,Brittany Johnson,"405 Castro Estate
East Kylemouth, AL 81719",2023-01-07,Vietnam,99.11,Company
7283,Larry Chang,"380 Ross Park Suite 741
Hullborough, WV 93561",1940-08-14,Maldives,71.14,Company
7284,Cindy Bush,"443 Yates Road Apt. 162
North Zachary, NM 75392",1944-09-07,United Arab Emirates,5.3,Person
7285,Brenda Alexander,"405 Miller Parkway Apt. 603
West Zacharyland, WA 17922",1930-10-26,Lithuania,56.8,Person
7286,Melissa Leonard,"26385 Tina Shoal Suite 054
East Travisborough, VI 26126",1925-06-18,Libyan Arab Jamahiriya,84.1,Person
7287,Alan Miller,"618 Dorothy Ports Suite 766
North Melissaborough, FM 21919",1923-09-09,Somalia,91.24,Person
7288,Christopher Daniels,"8638 Sandoval Extension Apt. 413
Port Richard, MD 28837",1918-05-30,Egypt,96.92,Person
7289,Stephen Mclaughlin,"030 Hill Cliff Apt. 993
East Stephanie, KS 99776",1966-09-05,Liberia,7.69,Person
7290,James Shaffer,"27598 Hill Glen
North Laurenhaven, PW 57812",1970-02-14,Luxembourg,52.98,Company
7291,Kevin Lee,"4911 Amanda Mountains Apt. 874
Cindychester, MI 47350",1931-02-04,Bahrain,50.71,Company
7292,Amy Kaufman,"6891 Anderson Extensions
Lake Angelashire, ND 75312",1945-08-17,Austria,4.2,Company
7293,Tina Smith,"29885 Kevin Course
Lake Paula, FM 15221",1930-03-15,Swaziland,99.18,Company
7294,Gavin Pierce,"07545 Cynthia Greens Apt. 908
Cookshire, PA 74716",1932-01-12,Togo,30.45,Company
7295,Michael Smith,"40321 Patel Ville Apt. 746
Port Jacobfurt, OR 10684",1912-09-29,Mongolia,14.38,Person
7296,Lauren Weber,"502 Meyer Wall Suite 266
Lake Ann, PW 25136",1933-11-10,Poland,75.94,Company
7297,Ashley Brady,"9241 Tyler Locks Suite 670
Stephanieshire, NJ 74093",1979-11-24,Malawi,24.2,Company
7298,Derek Shaw,"65125 Joshua Mount Suite 509
Lake Heidimouth, AR 20668",2013-11-19,Guinea,33.54,Company
7299,Elizabeth Williams,"6080 Adam Roads
Davidtown, GA 82137",1952-06-27,Montenegro,96.04,Company
7300,Anthony Holloway,"79746 Blake Ford Suite 111
Lake Scott, NJ 62112",1952-03-25,France,24.1,Person
7301,Michael Cunningham,"364 Andrew Throughway
Bradmouth, WA 45564",1975-08-08,Finland,26.1,Person
7302,Douglas Garcia,"363 Newman Points Apt. 027
Lake Angela, NY 61050",1914-01-24,Uruguay,30.95,Person
7303,Samantha Perez,"14692 James Flat
West Eric, NV 57392",1969-07-28,Argentina,21.96,Person
7304,Rebecca Jones,"17077 Cole Run Suite 919
Douglasmouth, RI 17281",1964-11-01,Guam,33.33,Company
7305,Zachary Jacobs,"98693 Zachary Coves Apt. 809
Macdonaldfurt, ID 49370",1926-12-31,Bulgaria,47.56,Company
7306,David Wilson,"USS Brown
FPO AP 06653",1910-06-08,Barbados,48.07,Company
7307,Robin Brown,"PSC 2853, Box 4115
APO AA 65170",1970-06-28,Estonia,93.38,Company
7308,Michael Williams,"3692 Anthony Station
Sarahstad, GU 77550",2014-09-24,Djibouti,50.63,Person
7309,Gregory Decker,"36669 Sherry Wall Apt. 821
Jessicaview, WA 69399",1915-05-10,Jersey,36.54,Person
7310,Timothy Jordan,"818 Lauren Neck Suite 789
Villatown, PA 07157",2019-11-29,Pakistan,76.15,Company
7311,Cynthia Hoffman,"Unit 0070 Box 6018
DPO AE 16773",1959-02-06,Uganda,54.97,Person
7312,Melissa Ramos,"79095 Sandra Shores
Johnstonport, FM 68380",1982-05-07,Antigua and Barbuda,53.34,Person
7313,Brian Williams,"267 Kimberly Roads Suite 366
East Mitchell, AZ 45967",1938-03-06,Togo,11.44,Company
7314,Kevin Serrano,"23011 Matthew Valleys
Jensenport, MD 97623",1965-02-23,Armenia,44.03,Company
7315,Angela Villanueva,"461 Miller Roads Apt. 518
South Cassandraberg, AR 47646",1933-09-19,Slovenia,12.7,Company
7316,Mark Cross,"899 Holt Via
Payneport, AK 44561",1990-12-25,Mali,77.68,Person
7317,Debra Harding,"3086 Smith Courts
Port William, MI 45620",1991-01-01,Bermuda,73.33,Company
7318,Karen Myers MD,"468 Whitney Trail
South Manuelstad, OR 50282",1944-01-13,Comoros,46.66,Person
7319,Roberta Snyder,"17581 Burch Point Suite 432
East Ross, WV 38165",1948-10-29,Russian Federation,4.85,Company
7320,Anne Aguilar,"653 Thomas Crescent Apt. 591
New Amychester, ND 80417",2002-07-13,Djibouti,26.03,Company
7321,Victor Kennedy,"1959 Mario Circle Apt. 965
New Joshua, VI 21558",1964-11-27,Mexico,78.87,Company
7322,Shannon Mcdaniel,"8329 Danielle Corner
Port Tamaraville, DE 95008",1983-02-18,Palau,69.28,Company
7323,Tiffany Smith,"Unit 0042 Box 4254
DPO AA 43253",1944-10-18,Bouvet Island (Bouvetoya),4.58,Company
7324,Jamie Spencer,"Unit 6207 Box 9315
DPO AA 48271",2020-10-31,Malawi,65.51,Person
7325,Bradley Garcia,"47030 Rosario Mount
North Barbarafurt, DE 92358",2004-08-12,Eritrea,80.24,Person
7326,Timothy Jackson,"94572 Perkins Ford
Clarkshire, MA 41979",1949-05-17,Qatar,9.0,Company
7327,Daniel Leonard,"USNV Moore
FPO AE 70114",1964-07-08,Tuvalu,44.93,Company
7328,Russell Pope,"53989 Lin Prairie Suite 444
Port Teresa, PW 09294",1971-09-02,Venezuela,5.48,Person
7329,Jennifer Coleman,"PSC 3438, Box 5240
APO AA 81126",1942-05-14,Austria,74.63,Person
7330,Brenda Compton,"Unit 6490 Box 3891
DPO AP 15593",1941-08-25,Equatorial Guinea,88.95,Person
7331,Vicki Lopez,"575 Crystal Terrace Suite 331
East Tylerton, NC 11758",2012-02-10,United Kingdom,76.53,Company
7332,Tim Romero,"267 Chaney Coves Apt. 891
Robertton, CO 80284",1968-03-10,Costa Rica,72.12,Company
7333,Peter Rogers,"114 Smith Estate Apt. 184
East Nicholas, TN 48290",1940-12-08,Netherlands,71.51,Company
7334,Mr. Paul Pruitt,"08869 Jacqueline Pike
Gillespiefurt, PW 37997",1956-05-09,China,95.98,Person
7335,Brandon Herrera,"107 Jack Ports Suite 366
Lake Elizabeth, NV 10300",1954-10-10,Uruguay,93.77,Company
7336,Sarah Burton,"4417 Anthony Mount Suite 239
Richardmouth, KS 20688",1920-08-14,Estonia,2.94,Company
7337,Brian Lewis,"6921 Klein Forest Apt. 181
South Jennifer, MA 59882",1932-06-11,Samoa,41.46,Company
7338,Brian Kelly,"PSC 7681, Box 8059
APO AA 01004",2005-11-23,Cyprus,20.87,Person
7339,Nicholas Gonzales,"USNS Mcintosh
FPO AA 14896",1925-05-25,Jamaica,77.76,Person
7340,Paula Solomon,"628 Robert Ports Apt. 505
Michaelbury, MI 19004",1923-12-16,Mexico,74.31,Company
7341,Krystal Ramirez,"278 Thomas Parkway
North Kari, NM 50878",2024-03-25,Saint Kitts and Nevis,99.34,Company
7342,Dr. Shane Ho,"601 Smith Unions
New Ryan, IL 99047",1957-04-08,Chad,8.03,Person
7343,Justin Walker,"500 Harper Crossroad
Kevinshire, KY 40210",2019-08-28,Uganda,98.03,Company
7344,Natalie Kelly,"20083 Johnson Parkway
Millerfort, ME 31625",1968-08-12,Lao People's Democratic Republic,93.07,Person
7345,Kenneth Stewart,"9813 Zachary Curve
Grahammouth, AZ 72333",2017-07-25,Costa Rica,98.13,Person
7346,Dr. Jasmine Hubbard MD,"14617 Blake Port
South Debra, NV 40439",2001-05-07,Qatar,80.5,Person
7347,Vickie French,"551 Joshua Ways Apt. 128
Hullville, WV 59610",1946-02-02,Puerto Rico,80.86,Person
7348,Kendra Williams,"66588 Dominguez Mission Apt. 417
Stephenfurt, CA 91672",2010-10-04,Northern Mariana Islands,56.45,Company
7349,Warren Maxwell,"07759 Shannon Walk
West Matthew, GA 08116",2007-08-05,Anguilla,55.89,Person
7350,Dana Sullivan,"833 Angela Landing Apt. 583
New Richard, DE 35590",1954-05-08,Anguilla,17.12,Company
7351,Shawn Griffith,"793 Rivera Burgs Apt. 764
New Katelynberg, WI 39115",1941-02-17,Montserrat,70.76,Person
7352,Mark Ellis,"2129 Cindy Ville
Madisonborough, NC 19443",2023-01-26,Saint Vincent and the Grenadines,47.35,Company
7353,Amber Mcdaniel,"69306 Michael Club
South Elizabeth, VA 96137",2018-12-23,Sri Lanka,54.04,Person
7354,Edward Figueroa,"189 Castaneda Views Suite 589
South Jennifer, ND 92868",1991-02-13,Bosnia and Herzegovina,46.58,Company
7355,Judy Dominguez,"960 Boyd Terrace Apt. 685
Youngview, TX 36013",1958-03-05,Denmark,76.84,Company
7356,Edward Wood,"58746 Reyes Lock Suite 487
Port Paula, AR 25817",1995-12-27,Belize,62.94,Person
7357,Edwin Allen,"6699 Adams Estate Apt. 489
West Paulland, OH 27936",1989-05-09,Indonesia,90.07,Person
7358,Gary Haley,"1588 Ryan Port Suite 285
East Samuelborough, TN 94940",1955-06-09,Antarctica (the territory South of 60 deg S),16.12,Company
7359,Gary Harmon,"67102 Reid Forges
Lake Timothy, WA 08290",1911-01-04,Guinea,11.49,Person
7360,Anthony Young II,"586 Alicia Passage
Howardtown, PW 90810",1927-12-30,Myanmar,59.52,Company
7361,Jose Ramsey,"9505 Brown Rue Apt. 541
Melindafurt, MO 28698",1999-06-27,Cocos (Keeling) Islands,69.52,Company
7362,Reginald Murphy,"Unit 5284 Box 4695
DPO AP 73718",1930-05-25,Austria,83.0,Company
7363,Lawrence Garza,"24857 Fletcher Valleys Suite 778
Lake John, TX 50714",1960-11-03,Yemen,65.87,Person
7364,Mary Brown,"USNS Schmidt
FPO AE 35647",1916-05-01,Montenegro,54.22,Company
7365,Matthew Duncan,"69556 Sanders Ports
Kimberlyfurt, PR 06433",1946-02-27,British Virgin Islands,35.29,Person
7366,Amy Stark,"30363 Aaron Ridge
Amandahaven, HI 69583",1988-11-04,French Polynesia,16.11,Company
7367,Alejandro Shelton,"164 Martin Ville Suite 969
Markport, WV 71758",2010-06-29,Seychelles,82.23,Company
7368,Brandon Castillo,"34511 Aaron Estate
Thomasshire, VA 74090",1961-08-31,Serbia,54.0,Person
7369,Elizabeth Moore,"373 Gregory Trail Apt. 160
South Williamport, UT 64348",1919-07-17,Tonga,47.2,Company
7370,Anna Mason,"Unit 7900 Box 9528
DPO AA 98085",1982-02-19,Malaysia,33.22,Person
7371,Brianna Sanders,"7067 Madison Drive
Paulton, TN 65948",1929-10-25,Hungary,23.32,Person
7372,Julie Atkins,"977 Rachel View Apt. 201
Garrettchester, GU 62657",1958-04-28,Chile,50.86,Person
7373,Lindsey Juarez,"8576 Lee Circles Suite 775
Prestonburgh, RI 98602",2012-02-21,Azerbaijan,44.81,Company
7374,James Moore,"4566 Sandoval Point
New Darlenetown, WA 10200",2006-03-22,Timor-Leste,52.81,Person
7375,Melissa Adams,"559 Anderson Fork Suite 807
New Michael, AK 01211",1985-04-02,New Zealand,21.72,Person
7376,Ashley Kelley,"550 William Brooks Apt. 625
South Tracy, IA 19493",2002-12-02,Netherlands Antilles,5.26,Company
7377,Krista Johnson,"6187 Rodney Port Apt. 279
Lake Lorrainebury, VT 43918",1989-09-02,Fiji,68.65,Person
7378,Michael Vasquez,"93179 Kimberly Keys
Angelastad, TX 59759",1983-11-28,Portugal,93.98,Person
7379,Tyler Miller,"595 Christopher Shore Suite 558
Sharpborough, DE 14773",1997-11-09,Turkey,60.06,Company
7380,Neil Gutierrez,"508 Daniel Landing Apt. 858
Port Jeffrey, GU 55729",1985-12-02,Burundi,16.96,Person
7381,Christine Caldwell,"40335 Suzanne Streets Apt. 654
Maldonadochester, MA 70820",1976-11-21,Switzerland,88.1,Company
7382,John Murillo,"02819 Miller Skyway
Washingtonland, DC 81323",1921-10-14,Estonia,79.42,Company
7383,Charles Bishop,"889 Baker Parkway Apt. 485
South Sabrinabury, HI 23256",1918-02-27,New Zealand,68.14,Company
7384,Charles Valdez,"66532 Tran Circle
Lake Brucefurt, DC 25595",1911-11-29,Dominica,21.73,Person
7385,Kara Davila,"66324 Angela Flat
Jenniferton, MA 64506",1943-01-30,Tonga,1.8,Company
7386,Thomas Green,"9640 David Lodge
North Scottview, FL 12913",1910-11-04,Netherlands Antilles,5.15,Company
7387,Matthew Thomas,"68947 Johnson Mountains
North Brandon, IA 97221",1959-06-29,Cameroon,29.02,Person
7388,Sylvia Rodriguez,"2311 Moore Glens
North Christy, NY 87388",1968-06-26,Guam,99.08,Person
7389,Becky Weaver,"1725 Travis Forge Apt. 623
Wendyfort, NY 81632",1973-05-15,Togo,25.13,Person
7390,Kenneth Harrison,"835 Kirsten Ranch
South Jeremyshire, WI 10979",1957-08-22,Korea,58.32,Company
7391,Lawrence Colon,"95795 Hebert Center Apt. 611
Williamsborough, NE 78045",1933-09-26,Monaco,53.29,Company
7392,Mrs. Lisa Dunn,"2465 Cox Garden
Coltonbury, NV 72366",1990-01-25,Australia,92.17,Company
7393,Kathryn Stewart,"071 Jones Pine
Deanton, MH 42433",1980-07-21,Kazakhstan,85.14,Company
7394,Kimberly Howard,"6327 Julie Stream Apt. 535
South Jennifer, VA 95793",1934-12-29,Solomon Islands,94.35,Person
7395,Caroline Miller,"16086 Pedro Unions
Sierraborough, PA 05441",1962-03-21,Egypt,57.13,Company
7396,Krystal Jones,"75846 Kristina Extension Apt. 421
Ryantown, NV 04789",1927-03-14,Greece,93.28,Person
7397,John Hill,"PSC 7658, Box 8994
APO AP 13486",1987-06-10,Spain,0.2,Person
7398,Dr. Christina Higgins,"71558 Ricky Station
North Susanberg, MT 00764",1949-02-12,Sweden,36.09,Company
7399,Karen Marsh,"02613 Melissa Port
West Angela, CT 49532",1952-10-30,Turks and Caicos Islands,99.19,Company
7400,Eileen Farley,"97482 Cochran Park Suite 970
East Marioton, PR 12704",1978-10-14,Sweden,31.81,Person
7401,Zachary Wilson,"1911 James Crest
Port Jorgeland, OR 40197",1915-10-28,Papua New Guinea,8.98,Person
7402,Courtney Fuller,"11606 Rivera Brooks
Garyberg, CO 41227",1951-03-15,Ecuador,98.0,Company
7403,Andrew Brown,"19956 Leslie Manor Suite 837
Smithmouth, MD 60268",1929-09-16,Syrian Arab Republic,18.22,Company
7404,Kimberly Shaffer,"USS Jones
FPO AP 30789",1940-03-18,Turkey,23.1,Person
7405,Melissa Johnson,"2979 Richards Valleys Suite 233
Lake Feliciaburgh, AL 31554",1937-02-16,Paraguay,4.49,Person
7406,Kevin Cooper,"7513 Pennington Lights
Staffordberg, SD 62496",2002-07-19,Tokelau,14.4,Person
7407,Joshua Frye,"434 Richard Via
Troyberg, AR 46515",1961-01-14,Nauru,40.47,Company
7408,Jonathan Smith,"Unit 0403 Box 2679
DPO AP 47165",1922-10-31,Spain,51.82,Company
7409,Jerry Ramirez,"607 Albert Well
Larrystad, IL 79286",2009-07-01,Chile,85.63,Person
7410,Barbara Chambers,"34470 Marc Plaza Suite 061
New Kyle, PR 65066",1952-12-28,South Georgia and the South Sandwich Islands,35.75,Person
7411,Martin Kim,"984 Jermaine Streets Apt. 165
North John, DC 09045",2013-11-07,Brunei Darussalam,73.27,Person
7412,Troy Morse,"6655 Crawford Canyon Apt. 624
Roachhaven, NM 55519",1945-12-04,Northern Mariana Islands,16.39,Person
7413,Brian Hansen,"8129 Aaron Forks
North Deborahland, RI 70910",1978-12-22,Burkina Faso,25.5,Company
7414,Albert Smith,"050 Jonathan Light
South Troyshire, OR 68234",1992-12-12,Finland,2.68,Company
7415,James Reyes,"074 Conner Trace
Piercemouth, ID 87746",2014-01-10,Czech Republic,56.63,Company
7416,Melissa Butler,"3160 Kristine Vista Apt. 378
New Stevenport, TN 24320",1954-08-08,Greenland,29.16,Company
7417,Kevin Frey,"4923 Gross Harbors Suite 037
Port Maureen, WV 48622",2021-01-22,French Polynesia,76.08,Company
7418,Alexis Bright,"159 Howard Valley Suite 508
North Barbaratown, KS 93398",1915-11-16,Anguilla,2.18,Person
7419,Joseph Wilson,"34540 Copeland Course
Lake Ana, SD 01209",2021-05-10,Antigua and Barbuda,66.63,Person
7420,Anthony Scott,"316 Osborne Fields
Cantrellshire, MO 03807",1940-02-28,Barbados,22.71,Company
7421,Kevin Ayala,"883 William Glens Suite 628
Sarahport, PR 70335",2003-10-05,Angola,42.53,Company
7422,Thomas Martin,"PSC 9452, Box 5957
APO AP 61479",1957-06-26,Jamaica,8.85,Person
7423,Kristen Vasquez,"94484 Morgan Pine
Vegastad, VA 23248",1989-01-26,Turkey,77.1,Person
7424,Heidi Taylor,"PSC 2253, Box 3802
APO AE 61210",1910-04-11,Senegal,75.39,Company
7425,David Wallace,"19814 Christopher Court
Mariaburgh, OH 57320",1924-03-02,Honduras,78.76,Person
7426,Michael Villarreal,"310 Turner Mall
Melissastad, KS 34560",1971-01-11,Palau,12.21,Person
7427,Alexis Brown,"Unit 6178 Box 9514
DPO AA 37200",1912-03-10,Mongolia,86.91,Person
7428,Terry Mccoy,"029 Vickie Course
Normanmouth, WA 62654",1926-03-20,British Indian Ocean Territory (Chagos Archipelago),38.74,Company
7429,Brian Smith,"28251 Nelson Forks Suite 443
New Alexis, TN 34728",1965-11-05,Luxembourg,32.78,Company
7430,David Shah,"62691 Branch Cape
Lake Jermaine, ND 55488",1918-12-02,Canada,15.24,Company
7431,Sheena Clark,"4170 Alex Pike Suite 173
Adkinshaven, AS 13068",1992-12-11,Kyrgyz Republic,34.14,Company
7432,Laurie Foley,"53122 Banks Pike Apt. 350
Stewartborough, OK 31194",1944-04-29,Uruguay,60.5,Person
7433,Eric Wilson,"2341 Fernandez Knoll
South Andrew, GA 34207",1939-05-11,Western Sahara,75.74,Company
7434,Jasmine King,"40654 Todd Tunnel Suite 943
Jillfurt, TX 40805",2014-12-02,American Samoa,18.44,Person
7435,David Hansen,"027 Adams Glens
Port Deannaport, NV 74322",1979-07-12,Brunei Darussalam,69.26,Person
7436,Jeffrey Cabrera,"89627 Cowan Streets
Melissabury, ND 01946",1916-01-25,Micronesia,20.77,Person
7437,Michael Barton,"92992 Myers Ranch
Lake Gina, ME 79167",1910-10-14,Grenada,20.54,Company
7438,Brandon Casey,"122 Barber Dale Apt. 860
Dianachester, UT 02486",1936-11-16,Armenia,35.55,Company
7439,Michael Hansen,"54215 Garrison Knolls
Tylerside, SC 28224",2011-05-28,Iceland,38.85,Person
